transaction_id,user_id,amount,currency,country,ip_address,device,recipient_id,recipient_country,recipient_is_resident,sender_is_resident,account_age_days,timestamp,merchant,payment_method,user_age,user_registration_country,card_type,transaction_type,is_fraud
TX498048,U5699,45.53,USD,KZ,10.0.8.200,Android,U7654,UZ,False,True,33,2026-05-13T16:50:01,Steam,ApplePay,30,KZ,Mastercard,P2P,0
TX276013,U8633,1656.51,USD,DE,10.0.1.57,Windows,U2767,DE,False,False,57,2026-05-24T11:20:46,Booking,GooglePay,32,DE,Visa,Online,0
TX683722,U1454,19.13,USD,KZ,10.0.28.11,Android,U3963,UK,False,True,54,2026-05-10T22:54:34,Spotify,GooglePay,52,KZ,Mastercard,POS,0
TX491949,U5768,170.01,USD,RU,10.0.49.232,Windows,U7802,RU,False,False,27,2026-05-16T08:45:53,eBay,ApplePay,42,RU,Mastercard,Online,0
TX335100,U3083,31.69,USD,KZ,10.0.48.144,iPhone,U9021,UK,False,True,153,2026-05-17T20:19:49,Steam,Card,40,KZ,Mastercard,P2P,0
TX388931,U1210,672.71,USD,KZ,10.0.8.231,iPhone,U2485,KZ,True,True,168,2026-06-08T15:38:31,eBay,ApplePay,35,KZ,Visa,P2P,0
TX697876,U7037,2323.55,USD,U2938,RU,False,True,250,KZ,185.234.117.94,iPhone,2026-05-30T03:20:02,Apple,Card,55,KZ,Mastercard,P2P,0
TX419194,U5927,83.7,USD,KZ,10.0.1.98,iPhone,U7346,UK,False,True,216,2026-05-17T21:02:53,Amazon,GooglePay,53,KZ,Visa,Online,0
TX120456,U5183,126.2,USD,KZ,10.0.33.65,Windows,U9353,RU,False,True,172,2026-05-29T19:23:31,Steam,ApplePay,57,KZ,Mastercard,POS,0
TX826869,U8259,2388.49,USD,DE,10.0.11.98,MacBook,U1585,UK,False,False,259,2026-06-03T12:17:01,Netflix,GooglePay,29,DE,Visa,Online,0
TX355232,U4516,23.58,USD,KZ,10.0.28.200,iPhone,U4311,UK,False,True,317,2026-06-07T17:32:36,Spotify,Card,63,KZ,Mastercard,POS,0
TX354272,U5183,321.65,USD,KZ,10.0.33.65,Windows,U8099,KG,False,True,172,2026-05-16T08:33:42,Steam,GooglePay,57,KZ,Visa,P2P,0
TX366830,U1837,69.36,USD,KZ,10.0.44.14,Android,U4404,KZ,True,True,132,2026-05-24T18:43:57,eBay,GooglePay,59,KZ,Mastercard,POS,0
TX513569,U1837,60.29,USD,KZ,10.0.44.14,Android,U8011,DE,False,True,132,2026-05-29T16:36:33,eBay,ApplePay,59,KZ,Mastercard,POS,0
TX110726,U7078,34.77,USD,KZ,10.0.5.187,iPhone,U7451,UZ,False,True,100,2026-06-03T20:37:56,AliExpress,Card,52,KZ,Mastercard,POS,0
TX946685,U1454,53.97,USD,KZ,10.0.28.11,Android,U2151,UZ,False,True,54,2026-05-19T17:51:24,Steam,GooglePay,52,KZ,Mastercard,P2P,0
TX517339,U6459,4170.66,USD,DE,10.0.24.130,iPhone,U2301,KZ,True,False,323,2026-06-02T11:59:35,AliExpress,GooglePay,62,DE,Visa,P2P,0
TX761633,U8633,888.11,USD,DE,10.0.1.57,Windows,U9644,UZ,False,False,57,2026-05-10T14:06:37,Booking,ApplePay,32,DE,Mastercard,POS,0
TX517174,U5927,66.48,USD,KZ,10.0.1.98,iPhone,U8942,DE,False,True,216,2026-05-13T21:21:35,Amazon,Card,53,KZ,Mastercard,P2P,0
TX594457,U5183,283.52,USD,KZ,10.0.33.65,Windows,U6389,KZ,True,True,172,2026-05-27T12:00:09,Spotify,Card,57,KZ,Visa,P2P,0
TX635549,U4893,71.55,USD,KZ,10.0.18.229,iPhone,U5617,UZ,False,True,195,2026-05-23T17:52:50,AliExpress,Card,63,KZ,Mastercard,P2P,0
TX143988,U1454,37.36,USD,KZ,10.0.28.11,Android,U5288,UK,False,True,54,2026-06-05T18:28:33,Amazon,Card,52,KZ,Mastercard,POS,0
TX331596,U7037,440.51,USD,KZ,10.0.6.44,Windows,U3938,UK,False,True,250,2026-06-07T08:30:39,Steam,Card,55,KZ,Mastercard,POS,0
TX233899,U8633,1366.94,USD,DE,10.0.1.57,Windows,U1558,RU,False,False,57,2026-05-15T13:43:34,Netflix,ApplePay,32,DE,Visa,POS,0
TX728566,U9968,3592.73,USD,KZ,10.0.4.186,MacBook,U9347,UZ,False,True,237,2026-05-17T12:16:12,Netflix,GooglePay,22,KZ,Visa,P2P,0
TX928739,U3083,18.24,USD,KZ,10.0.48.144,iPhone,U5433,UZ,False,True,153,2026-05-14T22:43:04,Steam,GooglePay,40,KZ,Mastercard,P2P,0
TX626479,U2540,4049.26,USD,DE,10.0.8.164,MacBook,U3366,UZ,False,False,212,2026-05-11T16:40:48,Amazon,GooglePay,42,DE,Visa,P2P,0
TX105315,U6946,82.48,USD,KZ,10.0.10.169,iPhone,U6959,KZ,True,True,265,2026-05-27T16:25:18,Apple,Card,33,KZ,Mastercard,Online,0
TX616768,U6430,29.62,USD,KZ,10.0.22.44,iPhone,U8042,KG,False,True,277,2026-05-24T18:27:10,Booking,Card,53,KZ,Mastercard,Online,0
TX195938,U6946,45.95,USD,KZ,10.0.10.169,iPhone,U8175,RU,False,True,265,2026-05-31T18:48:56,Apple,GooglePay,33,KZ,Mastercard,P2P,0
TX549555,U1957,82.6,USD,KZ,10.0.18.194,Windows,U3427,KG,False,True,352,2026-05-31T10:27:25,Apple,ApplePay,44,KZ,Mastercard,P2P,0
TX305955,U9625,80.63,USD,RU,10.0.18.185,Windows,U5156,DE,False,False,72,2026-05-23T10:29:41,Booking,Card,43,RU,Visa,POS,0
TX102537,U9625,224.37,USD,U4863,KZ,True,False,72,RU,10.0.18.185,VirtualMachine,2026-05-10T03:13:06,Netflix,GooglePay,43,RU,Mastercard,P2P,0
TX585001,U7650,4465.64,USD,DE,10.0.27.211,iPhone,U4109,UZ,False,False,157,2026-05-16T08:36:23,Spotify,Card,38,DE,Visa,P2P,0
TX421240,U6527,401.72,USD,KZ,10.0.18.217,Windows,U4809,KG,False,True,350,2026-05-18T11:12:00,Netflix,ApplePay,45,KZ,Visa,P2P,0
TX635765,U8633,1233.33,USD,DE,10.0.1.57,Windows,U5405,RU,False,False,57,2026-05-18T16:20:08,eBay,ApplePay,32,DE,Mastercard,P2P,0
TX830245,U9968,3118.94,USD,KZ,10.0.4.186,MacBook,U7998,UK,False,True,237,2026-05-23T15:16:46,Booking,Card,22,KZ,Mastercard,P2P,0
TX315413,U3215,3654.19,USD,KZ,10.0.31.106,iPhone,U9696,KG,False,True,150,2026-05-13T09:45:37,Netflix,GooglePay,35,KZ,Mastercard,Online,0
TX857550,U7844,40.45,USD,KZ,10.0.47.120,iPhone,U5569,RU,False,True,243,2026-05-12T20:13:23,Amazon,ApplePay,34,KZ,Visa,POS,0
TX588920,U8807,378.62,USD,KZ,10.0.5.38,iPhone,U4859,KG,False,True,51,2026-05-26T12:30:18,Spotify,ApplePay,46,KZ,Mastercard,Online,0
TX801523,U4594,228.97,USD,KZ,10.0.21.44,Windows,U4832,KZ,True,True,30,2026-06-08T11:10:52,Amazon,Card,41,KZ,Mastercard,Online,0
TX579782,U3083,18.2,USD,KZ,10.0.48.144,iPhone,U8074,UK,False,True,153,2026-05-12T19:52:07,Amazon,Card,40,KZ,Visa,Online,0
TX311975,U3226,3181.04,USD,KZ,10.0.45.76,Windows,U8588,UZ,False,True,211,2026-05-29T10:58:45,Steam,ApplePay,59,KZ,Visa,P2P,0
TX293043,U7037,308.01,USD,KZ,10.0.6.44,Windows,U5783,RU,False,True,250,2026-06-08T09:45:24,Amazon,Card,55,KZ,Visa,POS,0
TX102422,U7725,150.59,USD,RU,10.0.8.238,Windows,U5250,UZ,False,False,353,2026-06-03T08:27:04,Netflix,Card,58,RU,Visa,Online,0
TX725380,U2540,3927.26,USD,DE,10.0.8.164,MacBook,U9131,UK,False,False,212,2026-05-30T13:12:57,AliExpress,ApplePay,42,DE,Visa,POS,0
TX467979,U6527,504.48,USD,KZ,10.0.18.217,Windows,U9036,UK,False,True,350,2026-05-25T12:23:11,Amazon,GooglePay,45,KZ,Mastercard,POS,0
TX152986,U4332,62.21,USD,KZ,10.0.40.106,Android,U1864,KZ,True,True,324,2026-06-03T21:49:13,AliExpress,ApplePay,62,KZ,Visa,Online,0
TX740677,U3188,62.73,USD,KZ,10.0.45.22,iPhone,U5741,UZ,False,True,248,2026-06-04T20:34:34,Amazon,Card,19,KZ,Mastercard,P2P,0
TX569170,U9375,2192.38,USD,UK,10.0.14.32,iPhone,U5918,KG,False,False,254,2026-06-02T11:11:52,Amazon,Card,59,UK,Mastercard,P2P,0
TX360378,U9375,1803.69,USD,UK,10.0.14.32,iPhone,U4625,KG,False,False,254,2026-05-25T13:45:32,Spotify,Card,59,UK,Visa,POS,0
TX486002,U4594,399.97,USD,KZ,10.0.21.44,Windows,U7020,KZ,True,True,30,2026-05-13T09:22:14,Amazon,GooglePay,41,KZ,Visa,POS,0
TX267180,U2799,58.76,USD,KZ,10.0.5.216,iPhone,U6344,DE,False,True,237,2026-05-22T20:45:33,AliExpress,Card,33,KZ,Mastercard,POS,0
TX231922,U6857,75.3,USD,KZ,10.0.13.56,iPhone,U9611,KZ,True,True,167,2026-05-31T12:42:44,Steam,ApplePay,58,KZ,Visa,P2P,0
TX279294,U1480,188.11,USD,KZ,10.0.20.202,Windows,U1865,UK,False,True,121,2026-06-08T20:50:52,Spotify,GooglePay,36,KZ,Visa,P2P,0
TX112039,U4715,1595.63,USD,UK,10.0.45.145,MacBook,U7794,UK,False,False,51,2026-05-12T09:22:41,AliExpress,ApplePay,19,UK,Mastercard,Online,0
TX376741,U8429,44.51,USD,KZ,10.0.14.61,Android,U1828,DE,False,True,49,2026-05-11T18:41:17,Amazon,GooglePay,30,KZ,Mastercard,POS,0
TX581060,U5183,150.12,USD,KZ,10.0.33.65,Windows,U3777,DE,False,True,172,2026-05-09T19:52:24,Amazon,ApplePay,57,KZ,Mastercard,Online,0
TX104713,U8067,36.02,USD,KZ,10.0.18.167,Android,U7810,KG,False,True,240,2026-06-07T17:32:54,eBay,Card,36,KZ,Mastercard,POS,0
TX908033,U4529,922.6,USD,UK,10.0.31.87,iPhone,U3092,UZ,False,False,114,2026-06-08T16:22:10,eBay,ApplePay,26,UK,Mastercard,POS,0
TX605487,U3602,12628.21,USD,U6940,UZ,False,True,342,KZ,10.0.50.222,Windows,2026-06-07T18:05:44,Spotify,GooglePay,28,KZ,Visa,P2P,0
TX570964,U9375,2087.3,USD,UK,10.0.14.32,iPhone,U5577,KG,False,False,254,2026-05-18T10:19:47,Booking,GooglePay,59,UK,Mastercard,Online,0
TX933328,U8298,3228.89,USD,DE,10.0.40.223,MacBook,U6815,UK,False,False,237,2026-05-12T10:18:17,Amazon,ApplePay,40,DE,Visa,Online,0
TX283313,U8671,60.8,USD,KZ,10.0.33.138,iPhone,U7140,UK,False,True,81,2026-06-01T20:33:28,Booking,ApplePay,58,KZ,Mastercard,P2P,0
TX657370,U1341,244.47,USD,KZ,10.0.9.176,Windows,U2320,DE,False,True,178,2026-05-10T08:01:55,Amazon,ApplePay,49,KZ,Visa,POS,0
TX382263,U3201,785.64,USD,UK,10.0.29.47,iPhone,U6364,KG,False,False,274,2026-05-11T14:51:07,eBay,GooglePay,35,UK,Visa,POS,0
TX144492,U1957,72.77,USD,KZ,10.0.18.194,Windows,U5264,DE,False,True,352,2026-05-29T20:52:31,Spotify,GooglePay,44,KZ,Visa,POS,0
TX363234,U1957,78.47,USD,KZ,10.0.18.194,Windows,U7042,DE,False,True,352,2026-05-19T09:50:19,Booking,ApplePay,44,KZ,Mastercard,Online,0
TX689657,U1210,583.38,USD,KZ,10.0.8.231,iPhone,U2605,KZ,True,True,168,2026-05-26T09:02:14,Netflix,GooglePay,35,KZ,Mastercard,Online,0
TX559118,U4137,3556.96,USD,DE,10.0.25.20,iPhone,U8443,KG,False,False,208,2026-06-07T09:33:28,Netflix,Card,33,DE,Mastercard,P2P,0
TX618796,U8146,415.3,USD,RU,10.0.12.208,Windows,U1617,UK,False,False,74,2026-05-30T10:18:00,AliExpress,ApplePay,36,RU,Visa,Online,0
TX904697,U4893,361.75,USD,U3681,UZ,False,True,195,KZ,10.0.18.229,iPhone,2026-05-09T19:01:35,Netflix,Card,63,KZ,Mastercard,P2P,0
TX788941,U6195,4071.02,USD,DE,10.0.6.132,iPhone,U1882,RU,False,False,274,2026-05-22T14:24:18,Amazon,Card,25,DE,Mastercard,P2P,0
TX848807,U5927,54.64,USD,KZ,10.0.1.98,iPhone,U1490,KG,False,True,216,2026-05-09T22:04:40,Booking,GooglePay,53,KZ,Mastercard,POS,0
TX576277,U8067,21.56,USD,KZ,10.0.18.167,Android,U2014,DE,False,True,240,2026-05-20T22:13:21,eBay,Card,36,KZ,Mastercard,POS,0
TX185355,U4611,314.71,USD,RU,10.0.41.81,Windows,U2580,RU,False,False,10,2026-05-11T08:10:32,eBay,Card,24,RU,Mastercard,Online,0
TX954203,U4042,78.24,USD,KZ,10.0.26.173,Android,U3837,RU,False,True,142,2026-05-15T20:05:30,Booking,ApplePay,49,KZ,Visa,P2P,0
TX792281,U7144,153.09,USD,KZ,10.0.35.76,Android,U6836,RU,False,True,77,2026-05-17T18:02:45,eBay,ApplePay,52,KZ,Mastercard,POS,0
TX138450,U4332,55.38,USD,KZ,10.0.40.106,Android,U2123,UZ,False,True,324,2026-05-12T21:47:09,Apple,Card,62,KZ,Mastercard,P2P,0
TX698802,U1870,48.4,USD,KZ,10.0.46.229,Android,U3611,UZ,False,True,77,2026-06-05T16:24:03,Apple,ApplePay,20,KZ,Visa,POS,0
TX186886,U5927,90.01,USD,KZ,10.0.1.98,iPhone,U7569,RU,False,True,216,2026-06-07T16:19:50,Netflix,ApplePay,53,KZ,Visa,Online,0
TX385475,U3083,22.59,USD,KZ,10.0.48.144,iPhone,U5224,UZ,False,True,153,2026-05-27T19:19:26,Steam,GooglePay,40,KZ,Visa,P2P,0
TX416909,U6527,470.95,USD,KZ,10.0.18.217,Windows,U6371,KG,False,True,350,2026-05-15T09:46:31,Steam,ApplePay,45,KZ,Visa,P2P,0
TX297689,U3928,121.23,USD,RU,10.0.43.126,Android,U5613,UZ,False,False,169,2026-05-18T18:52:44,Booking,ApplePay,19,RU,Visa,POS,0
TX894886,U8067,37.33,USD,KZ,10.0.18.167,Android,U7185,UK,False,True,240,2026-05-12T20:11:52,Booking,Card,36,KZ,Mastercard,P2P,0
TX237332,U1454,57.84,USD,KZ,10.0.28.11,Android,U8739,DE,False,True,54,2026-05-09T22:09:19,Booking,GooglePay,52,KZ,Mastercard,P2P,0
TX470984,U5235,54.94,USD,KZ,10.0.24.72,iPhone,U4499,RU,False,True,33,2026-05-30T10:10:03,Netflix,GooglePay,20,KZ,Visa,Online,0
TX870009,U9838,280.72,USD,U4934,RU,False,False,78,BR,10.0.31.85,iPhone,2026-06-08T13:36:01,Amazon,GooglePay,59,DE,Visa,P2P,0
TX294660,U7554,58.79,USD,KZ,10.0.28.120,Android,U4411,KZ,True,True,125,2026-05-21T16:20:22,Amazon,ApplePay,21,KZ,Visa,POS,0
TX763555,U8703,100.65,USD,RU,10.0.15.177,Android,U5944,KZ,True,False,301,2026-05-17T10:17:15,Amazon,GooglePay,65,RU,Mastercard,POS,0
TX622668,U2303,5777.92,USD,UK,10.0.42.111,Windows,U2550,UZ,False,False,30,2026-05-29T16:26:13,Booking,Card,23,UK,Visa,P2P,0
TX641283,U6195,3396.19,USD,DE,10.0.6.132,iPhone,U2191,UK,False,False,274,2026-06-08T15:26:37,Netflix,GooglePay,25,DE,Visa,P2P,0
TX788725,U9399,10.81,USD,KZ,10.0.17.152,iPhone,U1515,RU,False,True,66,2026-05-24T18:54:50,Apple,Card,33,KZ,Visa,P2P,0
TX148098,U3188,23.19,USD,KZ,10.0.45.22,iPhone,U3803,RU,False,True,248,2026-05-16T21:07:07,Apple,ApplePay,19,KZ,Visa,Online,0
TX476435,U9375,3250.51,USD,UK,10.0.14.32,iPhone,U7232,KZ,True,False,254,2026-06-04T09:57:16,Spotify,ApplePay,59,UK,Mastercard,P2P,0
TX258765,U2632,210.18,USD,RU,10.0.21.96,Windows,U7919,RU,False,False,145,2026-05-13T09:45:01,eBay,ApplePay,42,RU,Mastercard,Online,0
TX248884,U7554,341.21,USD,U4810,KZ,True,True,125,KZ,10.0.28.120,Android,2026-06-01T00:05:15,Netflix,GooglePay,21,KZ,Visa,P2P,0
TX393218,U9838,5040.54,USD,DE,10.0.31.85,iPhone,U9398,DE,False,False,78,2026-05-16T14:59:39,Booking,GooglePay,59,DE,Mastercard,POS,0
TX238186,U6195,4150.8,USD,DE,10.0.6.132,iPhone,U5664,KZ,True,False,274,2026-05-09T14:13:51,AliExpress,ApplePay,25,DE,Mastercard,P2P,0
TX965817,U8604,51.38,USD,KZ,10.0.7.217,Android,U1570,KZ,True,True,280,2026-05-30T22:08:48,Spotify,ApplePay,41,KZ,Mastercard,P2P,0
TX765798,U8604,80.29,USD,KZ,10.0.7.217,Android,U6391,KG,False,True,280,2026-06-07T22:57:50,Netflix,Card,41,KZ,Mastercard,P2P,0
TX209058,U1837,50.48,USD,KZ,10.0.44.14,Android,U3168,UK,False,True,132,2026-06-01T21:38:58,Booking,GooglePay,59,KZ,Visa,P2P,0
TX454032,U2100,26.99,USD,KZ,10.0.21.101,Android,U6143,UK,False,True,350,2026-06-07T22:12:02,AliExpress,Card,19,KZ,Visa,P2P,0
TX334308,U7844,29.26,USD,KZ,10.0.47.120,iPhone,U1248,KG,False,True,243,2026-05-25T20:02:02,Booking,GooglePay,34,KZ,Mastercard,P2P,0
TX466364,U7554,89.28,USD,KZ,10.0.28.120,Android,U6867,RU,False,True,125,2026-06-03T16:58:28,eBay,Card,21,KZ,Mastercard,P2P,0
TX472309,U3226,4115.76,USD,KZ,10.0.45.76,Windows,U2331,UZ,False,True,211,2026-05-26T08:29:04,Steam,GooglePay,59,KZ,Visa,P2P,0
TX185819,U7844,40.77,USD,KZ,10.0.47.120,iPhone,U1821,DE,False,True,243,2026-05-21T19:24:17,Netflix,GooglePay,34,KZ,Visa,Online,0
TX291237,U7563,4545.61,USD,DE,10.0.31.57,MacBook,U9997,UK,False,False,93,2026-06-01T13:41:30,Amazon,GooglePay,21,DE,Mastercard,POS,0
TX833561,U9478,101.64,USD,KZ,10.0.32.173,Android,U1265,UK,False,True,318,2026-06-08T17:29:17,Netflix,ApplePay,28,KZ,Mastercard,POS,0
TX888926,U9478,73.55,USD,KZ,10.0.32.173,Android,U9747,KG,False,True,318,2026-05-28T18:39:22,Spotify,ApplePay,28,KZ,Mastercard,P2P,0
TX447024,U9625,56.83,USD,RU,10.0.18.185,Windows,U5970,UK,False,False,72,2026-05-18T20:20:24,Netflix,ApplePay,43,RU,Visa,P2P,0
TX175776,U5516,6852.73,USD,U3457,RU,False,True,139,KZ,185.244.56.127,Android,2026-05-30T02:42:59,Booking,Card,49,KZ,Mastercard,P2P,1
TX472964,U5927,115.43,USD,KZ,10.0.1.98,iPhone,U7171,UK,False,True,216,2026-05-31T20:58:59,AliExpress,Card,53,KZ,Mastercard,Online,0
TX723332,U1870,43.03,USD,KZ,10.0.46.229,Android,U2804,UZ,False,True,77,2026-05-31T19:57:03,Booking,Card,20,KZ,Mastercard,POS,0
TX651608,U8186,45.58,USD,KZ,10.0.25.221,iPhone,U5792,KZ,True,True,46,2026-05-19T18:24:30,AliExpress,GooglePay,42,KZ,Visa,P2P,0
TX462791,U2833,105.33,USD,KZ,10.0.27.208,Android,U6004,KZ,True,True,228,2026-05-12T21:56:20,Steam,Card,20,KZ,Visa,Online,0
TX867735,U2293,45.34,USD,KZ,10.0.7.183,Android,U2063,KZ,True,True,156,2026-06-08T16:09:13,Booking,Card,64,KZ,Mastercard,Online,0
TX788048,U9478,83.64,USD,KZ,10.0.32.173,Android,U9892,RU,False,True,318,2026-05-30T21:03:41,eBay,Card,28,KZ,Mastercard,POS,0
TX402364,U1333,30.21,USD,KZ,10.0.43.228,Android,U3810,DE,False,True,273,2026-05-10T19:51:05,Spotify,Card,34,KZ,Mastercard,POS,0
TX668316,U4218,2977.65,USD,KZ,10.0.24.13,MacBook,U3348,UK,False,True,267,2026-05-17T13:27:28,Amazon,Card,30,KZ,Visa,P2P,0
TX707246,U4042,54.94,USD,KZ,10.0.26.173,Android,U3511,UK,False,True,142,2026-05-31T18:35:53,Booking,GooglePay,49,KZ,Visa,Online,0
TX918014,U9838,5444.11,USD,DE,10.0.31.85,iPhone,U9768,DE,False,False,78,2026-05-11T10:13:33,Booking,ApplePay,59,DE,Mastercard,Online,0
TX999549,U9772,220.93,USD,RU,10.0.47.175,Windows,U4945,KZ,True,False,363,2026-06-01T11:44:17,Netflix,Card,30,RU,Visa,Online,0
TX187705,U2615,63.87,USD,KZ,10.0.21.11,iPhone,U6999,KG,False,True,146,2026-05-18T20:53:40,Apple,ApplePay,31,KZ,Visa,Online,0
TX109939,U5235,60.24,USD,KZ,10.0.24.72,iPhone,U8309,UK,False,True,33,2026-05-13T10:39:03,Spotify,GooglePay,20,KZ,Visa,P2P,0
TX185733,U2504,2846.39,USD,DE,10.0.22.157,Windows,U6781,RU,False,False,262,2026-06-03T08:43:14,AliExpress,ApplePay,51,DE,Visa,Online,0
TX489972,U8186,49.68,USD,KZ,10.0.25.221,iPhone,U9273,KG,False,True,46,2026-05-25T17:27:19,Spotify,Card,42,KZ,Visa,Online,0
TX572609,U6946,72.28,USD,KZ,10.0.10.169,iPhone,U5042,KZ,True,True,265,2026-05-12T17:01:57,Apple,ApplePay,33,KZ,Visa,POS,0
TX574518,U9968,6159.93,USD,KZ,10.0.4.186,MacBook,U4740,KG,False,True,237,2026-06-06T15:27:14,Steam,Card,22,KZ,Mastercard,POS,0
TX547930,U2100,15.29,USD,KZ,10.0.21.101,Android,U3620,RU,False,True,350,2026-05-19T16:13:28,Apple,Card,19,KZ,Mastercard,POS,0
TX719916,U2504,3071.33,USD,DE,10.0.22.157,Windows,U6988,KZ,True,False,262,2026-05-22T13:08:01,AliExpress,GooglePay,51,DE,Visa,P2P,0
TX819880,U7037,276.12,USD,KZ,10.0.6.44,Windows,U2071,DE,False,True,250,2026-05-14T08:12:07,Spotify,GooglePay,55,KZ,Mastercard,P2P,0
TX308200,U1454,27.93,USD,KZ,10.0.28.11,Android,U2886,UZ,False,True,54,2026-05-29T19:45:23,Booking,GooglePay,52,KZ,Mastercard,Online,0
TX750980,U8768,2600.7,USD,DE,10.0.1.228,Windows,U2009,RU,False,False,12,2026-05-15T09:04:42,AliExpress,Card,36,DE,Mastercard,P2P,0
TX639146,U2981,28.17,USD,KZ,10.0.9.253,iPhone,U8536,DE,False,True,249,2026-05-14T18:54:55,eBay,GooglePay,32,KZ,Mastercard,POS,0
TX442680,U5768,133.49,USD,RU,10.0.49.232,Windows,U3275,UK,False,False,27,2026-05-31T18:23:01,Netflix,GooglePay,42,RU,Mastercard,Online,0
TX643570,U4611,1506.54,USD,U8626,UZ,False,False,10,RU,10.0.41.81,Unknown,2026-06-01T13:05:13,Netflix,GooglePay,24,RU,Mastercard,P2P,0
TX665198,U2513,86.63,USD,KZ,10.0.30.134,Android,U3567,UK,False,True,361,2026-06-05T19:44:38,Apple,Card,25,KZ,Visa,Online,0
TX977373,U7554,63.19,USD,KZ,10.0.28.120,Android,U2802,DE,False,True,125,2026-05-21T22:32:31,Booking,GooglePay,21,KZ,Mastercard,POS,0
TX843448,U5927,46.8,USD,KZ,10.0.1.98,iPhone,U6794,UK,False,True,216,2026-06-06T16:07:41,Apple,Card,53,KZ,Visa,POS,0
TX934984,U5235,60.5,USD,KZ,10.0.24.72,iPhone,U4761,KZ,True,True,33,2026-05-11T12:44:36,Apple,GooglePay,20,KZ,Visa,Online,0
TX782081,U9968,5484.06,USD,KZ,10.0.4.186,MacBook,U8638,KZ,True,True,237,2026-05-10T09:19:00,Amazon,Card,22,KZ,Visa,Online,0
TX223268,U6857,95.2,USD,KZ,10.0.13.56,iPhone,U9544,UK,False,True,167,2026-05-11T19:06:14,Steam,Card,58,KZ,Mastercard,POS,0
TX191077,U9375,3605.94,USD,UK,10.0.14.32,iPhone,U6722,RU,False,False,254,2026-05-30T09:12:32,Amazon,ApplePay,59,UK,Mastercard,POS,0
TX627679,U4218,2682.78,USD,KZ,10.0.24.13,MacBook,U5299,RU,False,True,267,2026-05-16T13:22:58,AliExpress,GooglePay,30,KZ,Visa,P2P,0
TX129353,U8424,17.27,USD,KZ,10.0.27.85,Android,U1097,KZ,True,True,79,2026-05-15T19:51:18,AliExpress,ApplePay,20,KZ,Visa,P2P,0
TX353074,U4042,78.45,USD,KZ,10.0.26.173,Android,U3141,RU,False,True,142,2026-06-05T18:13:26,Netflix,GooglePay,49,KZ,Visa,Online,0
TX315241,U8259,3914.29,USD,DE,10.0.11.98,MacBook,U5590,RU,False,False,259,2026-05-13T11:00:21,AliExpress,ApplePay,29,DE,Visa,POS,0
TX329064,U1957,78.16,USD,KZ,10.0.18.194,Windows,U2619,KZ,True,True,352,2026-06-04T12:32:21,Booking,Card,44,KZ,Visa,P2P,0
TX164856,U2540,3589.51,USD,DE,10.0.8.164,MacBook,U5097,UK,False,False,212,2026-05-14T10:24:42,Netflix,ApplePay,42,DE,Visa,P2P,0
TX293963,U3602,3601.77,USD,KZ,10.0.50.222,Windows,U4399,KG,False,True,342,2026-05-17T11:46:41,Steam,GooglePay,28,KZ,Mastercard,POS,0
TX388980,U9772,525.4,USD,RU,10.0.47.175,Windows,U2679,RU,False,False,363,2026-05-19T10:21:44,AliExpress,ApplePay,30,RU,Visa,POS,0
TX333046,U8633,367.62,USD,U1453,RU,False,False,57,CN,10.0.1.57,Windows,2026-05-30T19:45:03,eBay,ApplePay,32,DE,Mastercard,P2P,0
TX797500,U8703,155.77,USD,RU,10.0.15.177,Android,U2518,KZ,True,False,301,2026-05-21T12:55:39,Steam,Card,65,RU,Visa,Online,0
TX947900,U7650,3501.88,USD,DE,10.0.27.211,iPhone,U9104,KZ,True,False,157,2026-05-20T15:44:24,eBay,ApplePay,38,DE,Visa,POS,0
TX944331,U4529,4247.45,USD,U6513,UK,False,False,114,UK,10.0.31.87,iPhone,2026-05-24T13:41:03,Steam,Card,26,UK,Mastercard,P2P,1
TX399477,U4529,1867.62,USD,UK,10.0.31.87,iPhone,U9340,KZ,True,False,114,2026-05-13T15:46:07,AliExpress,ApplePay,26,UK,Mastercard,POS,0
TX267167,U3083,15.38,USD,KZ,10.0.48.144,iPhone,U9203,DE,False,True,153,2026-05-21T16:38:22,Spotify,ApplePay,40,KZ,Visa,POS,0
TX122255,U2799,69.44,USD,KZ,10.0.5.216,iPhone,U3626,RU,False,True,237,2026-05-21T20:43:11,Netflix,Card,33,KZ,Mastercard,P2P,0
TX411909,U8807,248.28,USD,KZ,10.0.5.38,iPhone,U5335,RU,False,True,51,2026-06-06T10:58:05,Apple,Card,46,KZ,Visa,P2P,0
TX318432,U2504,2835.2,USD,DE,10.0.22.157,Windows,U6957,KG,False,False,262,2026-05-23T10:06:09,Apple,ApplePay,51,DE,Visa,P2P,0
TX257088,U4137,3797.65,USD,DE,10.0.25.20,iPhone,U1422,KZ,True,False,208,2026-06-04T09:33:59,Steam,Card,33,DE,Mastercard,P2P,0
TX617836,U8703,160.65,USD,RU,10.0.15.177,Android,U8909,KZ,True,False,301,2026-05-14T08:52:12,Steam,ApplePay,65,RU,Mastercard,Online,0
TX156430,U3602,26641.33,USD,U5546,KG,False,True,342,KZ,10.0.50.222,VirtualMachine,2026-05-21T03:37:45,Amazon,GooglePay,28,KZ,Visa,P2P,1
